,Topic,Count,Name,Representation,Llama2,Representative_Docs,mean,sem,median
85,84,66,84_tax_evasion_revenue_cheats,"['tax', 'evasion', 'revenue', 'cheats', 'agency', 'havens', 'evaders', 'taxes', 'are', 'conservatives']",Tax Evasion and Combating Fraud,"[""Mr. Speaker, the Conservatives claim that they are serious about cracking down on tax evasion. However, they decided to abolish 3,000 jobs and cut $250 million from the Canada Revenue Agency's total budget. That is why I tabled a motion proposing concrete measures to fight tax evasion, with the first step being a study of how much money is being lost to tax havens. Will the Conservatives make the fight against tax evasion a priority and support my motion?"", ""Mr. Speaker, by making cuts to the Canada Revenue Agency, the Conservatives are undermining Canada's ability to combat tax evasion. To replace the revenue that is being lost to tax havens, the Conservatives are cutting services to Canadians. Billions of dollars are being lost and all Canadians are paying the price. In the current economic situation, the Conservatives' decision to miss out on revenues lost to tax evasion is troubling and absurd. When will they provide the Canada Revenue Agency with the resources needed to combat this scourge?"", 'Mr. Speaker, the Minister of National Revenue has not done her homework on tax evasion. She cannot tell us how much money Canada loses to tax evasion every year. This is a serious problem, but the Conservatives are refusing to take a serious approach. They are relying on investigative services in tax havens and the goodwill of the guilty parties. At the same time, they are cutting the resources of the Canada Revenue Agency. The question is simple. Why are the Conservatives refusing to come up with effective means of fighting tax evasion?']",0.5445841,0.023402183202013885,0.57211107
17,16,311,16_justice_court_appointment_supreme,"['justice', 'court', 'appointment', 'supreme', 'appointments', 'judges', 'judicial', 'judge', 'he', 'prime']",Justice Appointment Process Controversy,"['Mr. Speaker, he still will not answer. First the Prime Minister ignored warnings from the Chief Justice about appointing a Federal Court judge to represent Quebec on the Supreme Court. Then the Prime Minister publicly attacked the Chief Justice, which is unprecedented in the history of Canada. Now he has made another appointment that violates a nearly identical rule, daring the Supreme Court to reject his appointment yet again. Why is the Prime Minister starting a war with the Supreme Court? What can be accomplished by this?', 'Mr. Speaker, it would be prudent to wait before moving forward with Bill C-13 and to conduct an analysis to see whether this works or not. Under the Conservatives, and especially under this Minister of Justice, the Supreme Court appointment process has become a real farce, and I would go even further. The Prime Minister does whatever he wants without any regard for the Constitution or the courts. The Minister of Justice, who is supposed to be standing up for our justice system and our Constitution, cannot even tell the difference between the Quebec Superior Court and the Supreme Court. Why is the Minister of Justice trying to circumvent the Supreme Court decision on Justice Nadon?', ""Mr. Speaker, I guess the Prime Minister not only does not take the Chief Justice's phone calls, he does not open her letters, because she already informed the government that Justice LeBel will be gone by November. Mr. Mainville and Mr. Nadon may be fine jurists, but that does not mean they meet eligibility criteria to sit on the Supreme Court. The court was clear: Federal Court judges are not eligible for Supreme Court appointments. Moving a judge to the Quebec Court of Appeal for a few months is not respecting the letter and the spirit of the law. There are laws. Will the Minister of Justice respect the law, or will he—""]",0.5473205,0.011302203594889242,0.59929967
56,55,123,55_softwood_lumber_deal_agreement,"['softwood', 'lumber', 'deal', 'agreement', 'trade', 'industry', 'sellout', 'nafta', 'americans', 'canadian']",Softwood Lumber Agreement,"['Mr. Speaker, with respect to the softwood lumber agreement, the Minister of International Trade has to reassure the forestry industry of Quebec because we have learned that the U. S. representative thinks that the Canadian softwood lumber industry is being subsidized. Since the provinces had to consult the minister before implementing their programs, how can the minister explain that the United States is concerned that eight of the programs in Quebec went beyond what is allowed under the agreement?', ""Mr. Speaker, the Prime Minister's celebrated relationship with President Bush so far has given us a collapse in Cancun on the passport issue and now a sellout on softwood. The provinces and the softwood lumber industry tell us that the Prime Minister is trying to stampede them into a bad deal, a deal at any cost, with a gun to the head of our producers. This is nothing less than abandoning free trade and turning our back on every legal victory Canada has won in this dispute. Why has the Prime Minister now decided to cut and run on our softwood lumber industry?"", 'Mr. Speaker, the agreement in principle between Canada and the United States in the softwood lumber dispute establishes an export tax on Canadian softwood lumber, requires the Americans to reimburse only $4 billion of the $5.3 billion in duties paid by Canadian industries, and limits Canadian exports to 34%. In short, this agreement in principle amounts to negotiating far beneath all the rulings handed down under NAFTA. Why does this government suggest to the softwood industry that it should accept such a bad deal?']",0.547455,0.017929424434153744,0.61015475
26,25,241,25_fraud_elections_calls_election,"['fraud', 'elections', 'calls', 'election', 'electoral', 'party', 'conservative', 'voter', 'conservatives', 'guelph']",Election Integrity,"[""Mr. Speaker, during the 2011 election campaign, Elections Canada told the Conservatives that fraudulent calls claiming that polling stations had been moved were traced back to the Conservatives' national toll-free number. Why did the Conservatives not take immediate action and take the steps necessary to investigate? Why is there no evidence that anyone in their party tried to work with Elections Canada to shut that down? Are the Elections Act penalties too low? Will the government vote to pass a Liberal bill today that adds strenuous fines to the Elections Act to stop criminal fraud like this from happening in the future?"", ""Mr. Speaker, fair elections are the cornerstone of Canada's democracy, and Elections Canada is our watchdog. The Conservatives were found guilty of fraud in election 2006. They were accused of fraud in 2008. They are under investigation for fraud in 2011. These election problems are increasing. A new report notes that Elections Canada actually needs more money to deal with this, but the government is slashing its budget instead. Just what do the Conservatives have to hide?"", 'Mr. Speaker, Elections Canada just published a report on the electoral fraud committed by the Conservatives during the last election. In order to combat this Conservative fraud, Elections Canada is calling for a new law that would dramatically increase the sanctions imposed on fraudsters in order to maintain the integrity of our electoral system. Will the Conservatives finally co-operate with Elections Canada, admit that they committed electoral fraud and commit to implementing the recommendations made in the report?']",0.54994524,0.011017611649287445,0.59226876
77,76,81,76_families_splitting_income_family,"['families', 'splitting', 'income', 'family', 'tax', 'benefit', 'single', 'plan', 'child', 'nothing']",Single Parent Families and Income Splitting,"[""Mr. Speaker, I saw the light and I followed the guidance of my better angels who told me that income splitting would only benefit 15% of Canada's wealthiest families. When I learned that, I knew it was wrong, as did Jim Flaherty. Beyond that, in the riding of Yellowhead one out of every five families with children is a single parent family. Why are the Conservatives taking away a $2 billion tax credit that actually helps single parent families to pay for a $2 billion income splitting scheme that leaves these vulnerable families behind?"", 'Mr. Speaker, income splitting will not help 85% of Canadian households. Income splitting will not benefit 2.4 million two-parent families and it will not benefit any single-parent families. How can the minister pretend income splitting is all about families when he knows full well that the vast majority of parents will get absolutely nothing?', ""Mr. Speaker, Jim Flaherty did not believe that this was a progressive measure and that is why he opposed it. In fact, there are over one and a half million single-parent families in Canada. These families got help from the child tax credit, but they will not get a dime from this income splitting scheme. Why are the Conservatives scrapping a program that helped single parents and replacing it with an income splitting scheme that will leave these single-parent families, some of Canada's most economically vulnerable families, out in the cold?""]",0.5516172,0.01899481150839064,0.5667207
82,81,71,81_auto_sector_industry_jobs,"['auto', 'sector', 'industry', 'jobs', 'workers', 'automotive', 'chrysler', 'strategy', 'the', 'gm']",Auto Sector Crisis,"['Mr. Speaker, the Prime Minister is saying to people that he is going to take care of the banks, but when it comes to the auto sector and auto workers, they are on their own. That is essentially his message. According to the Minister of Industry, the future of our auto sector is in the hands of American consumers. That is not leadership. The Prime Minister should be showing leadership. Is the agreement between GM and CAW acceptable or not? Will the Prime Minister hold an auto summit and get everyone together in the same place at the same time so that we can find a solution to this crisis? Yes or no?', ""Mr. Speaker, the Liberal government invested with the auto sector to create thousands of good jobs. Now the manufacturers and the auto sector are getting hammered. The Conservative government still has no plan of action for the auto sector. When will the minister present a real plan for Canada's auto sector that will offer real hope to Canadian auto workers?"", ""Mr. Speaker, the industry minister's think tank calls government investment in the auto sector an “ineffective subsidy program”. The last industry minister, now the trade minister, knew how to help out the auto sector. He was part of a Liberal government that invested over $400 million in the auto sector because that was a Liberal government with a plan to help the auto sector. That plan was killed by the new Minister of Industry just as he is killing the auto sector in Canada. Obviously the new industry minister does not know how to help the auto sector. Why does he not simply walk over and talk to the old industry minister?""]",0.55176353,0.021019831097138245,0.58234
7,6,691,6_f35_f35s_defence_procurement,"['f35', 'f35s', 'defence', 'procurement', 'national', 'cost', 'the', 'process', 'billion', 'aircraft']",Federal Defence Procurement,"['Mr. Speaker, it was not so long ago that the Minister of National Defence was insisting that the total cost of the F-35s was going to be $9 billion. Anyone who said differently was simply making up numbers. The minister also said that we did not need a bidding process because the F-35 was the only alternative if we wanted to give our troops the best equipment possible. If he still thinks that giving Lockheed Martin the contract without a bidding process is the right thing to do, he needs to stop hiding behind the Minister of Public Works and Government Services and stand up and explain himself.', 'Mr. Speaker, the only competition that has ever taken place for the F-35 has been between the Minister of National Defence and the Associate Minister of National Defence. Yesterday, the Associate Minister of National Defence said there is no problem, no delays, but there is a plan B. Then Conservative officials told us there are many plans. Then moments later, the Minister of National Defence told us that in fact there are problems and long delays. I have a simple question for whoever is in charge today. If the government has a plan B for replacing our fighter jets, what is it?', 'Mr. Speaker, last spring, in the House, the Minister of National Defence said, “This next generation fighter, again, will be an open, competitive, transparent process—”. But this week, an assistant deputy minister at National Defence said that there was never meant to be a competition, and that it was impossible to purchase fighter jets through a bidding process. Who was telling the truth to Parliament?']",0.5530889,0.006016465516689949,0.5675036
47,46,142,46_electoral_elections_reform_vote,"['electoral', 'elections', 'reform', 'vote', 'chief', 'officer', 'democratic', 'bill', 'voting', 'act']",Electoral Reform,"[""So much scandal, so few answers, so much evasion, Mr. Speaker, we cannot keep up. Let us try the Minister for Democratic Reform about the integrity of our electoral laws. Former Conservative minister Peter Penashue's official agent has been charged with violating the Canada Elections Act. Will the Minister for Democratic Reform please tell the House that he will introducing amendments to the Elections Act to crack down on Conservatives who break our electoral laws and who knowingly provide the Chief Electoral Officer with false information?"", ""Mr. Speaker, consulting Elections Canada on changes should have been step one, if the government were actually serious. We know there were no consultations. A spokesperson for Elections Canada said the Chief Electoral Officer was not consulted on the bill. The Minister of State (Democratic Reform) says he is proposing a major overhaul to Elections Canada. These will affect every Canadian. Can the minister tell us why he failed to speak to the country's top elections expert, the Chief Electoral Officer, or explain how he thinks he consulted with that person?"", ""Mr. Speaker, nearly a year ago, we asked the Minister of State for Democratic Reform if he had consulted the Chief Electoral Officer about his unfair elections act. He said he did, but he did not. Now we have another bill before us that is violating Canadians' right to vote. Did the minister actually consult Elections Canada this time?""]",0.5544174,0.012946076512659466,0.57824564
87,86,63,86_copyright_artists_creators_bill,"['copyright', 'artists', 'creators', 'bill', 'c32', 'digital', 'consumers', 'heritage', 'royalties', 'mp3']",Copyright Law Reform,"[""Mr. Speaker, groups of Quebec's artists, creators, authors, publishers and even consumers are opposed to Bill C-32 on copyright because the bill ignores the consensus of the Quebec cultural community concerning the remuneration of artists through levies on digital audio recorders and through making Internet service providers more accountable. Will the Minister of Canadian Heritage and Official Languages admit that everyone in Quebec is opposed to his copyright vision, which benefits neither creators nor consumers?"", ""Mr. Speaker, artists and creators are very critical of Bill C-32, the copyright bill. The bill's new digital lock will not help, because they will have to play the part of investigator, detective and lawyer—just like Claude Robinson—if they want their rights to be respected. Does the minister understand that by forcing creators, artists and artisans to enforce their rights themselves, he is not giving copyright holders enough protection?"", ""Madam Speaker, Canadians deserve copyright laws to protect jobs and ensure that our economy remains strong. Our government's copyright reform is widely supported by creators, consumers and the businesses that drive Canada's economy. Can the Parliamentary Secretary to the Minister of Canadian Heritage please tell the House why copyright reform is so important, not only for artists and consumers alike, but also for the creation of jobs and growth?""]",0.55472654,0.022842206728526476,0.5743862
52,51,129,51_drug_health_shortages_drugs,"['drug', 'health', 'shortages', 'drugs', 'prescription', 'shortage', 'generic', 'oxycontin', 'doctors', 'patients']",Drug Supply Chain Management,"['Mr. Speaker, 90% of pharmacies are now facing prescription drug shortages, yet Health Canada has no plan to deal with the crisis, no system even for accounting for the shortages. We are flying blind here. Pharmacists, doctors and hospitals are left to scramble. Canadians are having trouble finding even basic medications. When will the government finally wake up to this problem and go to the provinces with a real plan to deal with the prescription drug shortages, one that would deliver drugs to Canadians when they need them and at affordable prices? Are we going to see this in the budget?', 'Mr. Speaker, drug shortages are a public health issue. In recent years, those shortages have had a significant impact on the health of Canadians, the practices of health care professionals and system costs. The NDP wants pharmaceutical companies to be required to report any disruption in the drug supply. Will the government support our bill, which is designed to protect the health and safety of Canadians?', 'Mr. Speaker, the NDP proposed a concrete plan to manage the current drug shortage and adopt a pan-Canadian strategy to prevent shortages from happening again. That is what the health experts and the provinces are calling for. Canadians need a federal government with a system in place to avoid drug shortages. We must work together to protect patients. Will the Prime Minister support the NDP motion to put an end to drug shortages?']",0.55920225,0.019774675648072074,0.6125773
44,43,150,43_fees_credit_card_banks,"['fees', 'credit', 'card', 'banks', 'consumers', 'businesses', 'small', 'voluntary', 'cards', 'rates']",Credit Card Fee Regulation,"['Mr. Speaker, small businesses in Canada pay among the highest credit card processing fees in the world, and as of April 1 these fees are set to increase by a whopping 33%. Small businesses in my community of Surrey are hurting. The Conservatives must take action to protect small businesses and stop hiding behind the ineffective voluntary code of conduct. When will the minister stand up for consumers and small businesses by regulating the credit card industry?', ""Mr. Speaker, consumers' bills are going up and the profits of small businesses are declining. Why? Because credit card companies never lose. They pay themselves first. Despite the government's promises, nothing has been done to reduce credit card fees. When will the Conservatives act to help SMEs and families and rein in the greed of credit card companies?"", ""Mr. Speaker, Canadian businesses pay $5 billion a year just to process credit card payments. These costs are then passed on to consumers. Now, credit card companies have announced that fees are set to increase again, this time by 33%. This will have a major impact on small businesses in Canada, and it underscores how the government's toothless voluntary code of conduct has failed to reign in credit card fees. Why do Conservatives refuse to regulate this industry, and protect consumers and small businesses?""]",0.5603668,0.015459960772486786,0.6119797
22,21,263,21_food_meat_cfia_inspection,"['food', 'meat', 'cfia', 'inspection', 'inspectors', 'xl', 'safety', 'foods', 'coli', 'beef']",Food Safety Regulation and Enforcement,"[""Mr. Speaker, the handling of the XL Foods meat E. coli outbreak is the latest example of what is wrong with the Conservatives' dangerous changes to CFIA. Hundreds of potentially E. coli contaminated beef products were shipped to every province destined for families' dinner plates. From the very first detection of E. coli, CFIA waited two weeks to issue a recall. This spring the minister said, “The Canadian Food Inspection Agency is not making any changes that would in any way place food safety at risk”. That claim is a joke. Why did the Conservatives gut regulations and put Canadian families at risk?"", 'Mr. Speaker, just last night Conservatives were celebrating cuts to CFIA and hundreds of staff affected by their budget. It turns out our food safety agency waited two weeks to issue a notice about beef contaminated with E. coli from XL Foods, and only finally issued it after American inspectors caught it. We warned that Conservative cuts to food inspection would leave us dangerously exposed. Clearly it was not just backroom administrative cuts. I ask the minister this. Who is responsible for our food safety now that his cuts have removed vital inspectors? Is it the Americans, or XL Foods?', 'Mr. Speaker, U. S. inspectors caught E. coli contaminated meat at the border on September 3. U. S. inspectors had to inform our food inspection agency that we were shipping contaminated meat. It took the CFIA two weeks to notify Canadians. The recall keeps expanding. The U. S. has banned imports of XL Foods beef and we just learned people are getting sick in Edmonton from XL steaks. Clearly, Conservative cuts are hurting food safety and trade. Will the minister tell us if we should continue to rely on Americans for our food safety and will he stop trivializing the risk?']",0.56481445,0.010295011852183015,0.5804292
18,17,311,17_languages_official_french_language,"['languages', 'official', 'french', 'language', 'bilingual', 'francophones', 'francophone', 'court', 'unilingual', 'bilingualism']",Linguistic Rights and Governance,"[""Mr. Speaker, a misquote is a poor defence. On the very day that the Commissioner of Official Languages has condemned the political will of this government, the Prime Minister has shut down the Standing Committee on Official Languages. What a show of contempt for official languages and for linguistic minorities. Will the Prime Minister ask his MPs to return to the committee? When will they begin dealing with this government's flouting of the Official Languages Act?"", 'Mr. Speaker, I have such respect for the Minister of National Defence. The former Liberal government cut funding to official languages programs, which the Commissioner of Official Languages condemned, and I quote, “The budget cuts made following the change in government in the 1990s set language rights in Canada back significantly”. For a party that claims to defend the interests of linguistic minorities, is this not scandalous? Could the Minister of International Cooperation and Minister for the Francophonie and Official Languages explain to this House what she plans to do to promote the official languages of Canada?', ""Mr. Speaker, the Commissioner of Official Languages has confirmed it: the Conservative government's massive cuts to the court challenges program violate the Official Languages Act. The report says that the government has not taken the needs or interests of linguistic minorities into account. Will the Prime Minister accept the recommendations of the Commissioner of Official Languages? Why did the government refuse to hand over all the documents that would have helped the commissioner's inquiry?""]",0.56640875,0.010237261693550766,0.60434306
6,5,709,5_seniors_pension_age_retirement,"['seniors', 'pension', 'age', 'retirement', 'pensions', 'income', 'old', 'security', 'cpp', 'oas']",Seniors' Pension Policy,"['Mr. Speaker, today is National Seniors Day. Unfortunately, many seniors have nothing to celebrate because the Conservatives are making seniors shoulder the burden of their cost-cutting measures. The Conservatives have raised the eligibility age for old age security from 65 to 67, reduced provincial health transfers, and the list goes on. Can the minister tell us why the Conservatives have chosen to cut services to seniors?', ""Mr. Speaker, very few of the government's recent decisions will help seniors. Furthermore, I would like to add that increasing the eligibility age for old age security is equivalent to cutting services for seniors. I can understand why the minister would be ashamed to talk about it today because this is National Seniors Day. As for employment insurance reform, she is causing us to fear the worst for older workers who lose their jobs.(1455) These workers will have to accept lower pay or work far from home. Why will the Conservatives not help seniors who want to keep working?"", ""Mr. Speaker, the government still cannot give seniors and families a straight answer when it comes to old age security. First, it was not raising the retirement age; now it is. Then it was happening in 2020; not it is not. A quarter of a million Canadians will have to work two extra years to pay for this year's $3 billion Conservative corporate tax handout. Seniors and families are worried about their retirement. They deserve answers. Is the government raising the OAS from age 65 to age 67, yes or no?""]",0.57237273,0.0066595564849143,0.6053171
25,24,247,24_temporary_foreign_workers_program,"['temporary', 'foreign', 'workers', 'program', 'worker', 'labour', 'employers', 'market', 'data', 'wages']",Labour Market Abuses and Reform,"['Mr. Speaker, the Conservative government, which has cut labour market research and prefers to google data, would have us believe that it can correct the problems with the temporary foreign worker program even though it has lost all credibility. After ignoring the abuses by some employers and allowing Canadian workers to be replaced with cheap labour, how can the Conservative government believe that we will trust it to fix the temporary foreign worker program, a program that it botched?', 'Mr. Speaker, it is becoming increasingly difficult to believe the minister. His reform of the temporary foreign worker program is supposed to address the serious labour shortages in Canada. However, he seems incapable of getting any reliable data on the labour market from his department. Employers are saying that the statistics on the number of temporary foreign workers in this country do not reflect the reality. How can we believe that the minister will get the temporary foreign worker program back on track when he cannot even tell us what is really going on?', ""Mr. Speaker, how can the minister say that he fixed the temporary foreign worker program when some types of temporary foreign workers are still being fast-tracked, labour market opinions are still based on bogus statistics and nothing is being done to improve conditions for temporary foreign workers? Despite the minister's Band-Aid solutions, Canadian workers are still being laid off in favour of temporary foreign workers. When will this stop?""]",0.5788,0.01015894032578994,0.5893328
34,33,203,33_housing_affordable_homelessness_homeless,"['housing', 'affordable', 'homelessness', 'homeless', 'social', 'funding', 'in', 'units', 'cmhc', 'families']",Housing Policy and Funding,"['Mr. Speaker, let us be very clear. There is money there for decks for cottages, but there is nothing for new social housing for families nor for homelessness. Why is that? In Vancouver we have a housing crisis. B. C. needs support and money for new social housing, not just for upgrades or retrofits. The government is still in denial. In fact, it is now an embarrassment in the international community. I ask again, will the minister commit to a real housing plan that will actually deliver the affordable housing units that are so desperately needed in this country?', ""Mr. Speaker, the fact is that federal investment in housing has declined by 46% over the last 25 years, leading to a shrinking supply of affordable housing. Communities and municipalities are struggling to meet the demand for affordable housing, which is essential to ending homelessness in Canada. Why will the Conservatives not restore long-term housing funding to address Canada's growing homelessness and housing crisis?"", 'Mr. Speaker, today in Vancouver the United Nations has brought together affordable housing advocates to stress the dire need for affordable housing in Canada and around the world. The Conservative government has no plan for housing in Canada. The one-time payment will not put a dent in the housing crisis. Families are being evicted. People are forced to live on the streets. The need for decent housing only grows. Will the minister commit today to funding a national housing strategy that would give all Canadians access to safe, affordable housing?']",0.5793721,0.01207167925373709,0.60395145
46,45,144,45_murdered_women_missing_aboriginal,"['murdered', 'women', 'missing', 'aboriginal', 'inquiry', 'indigenous', 'national', 'girls', 'violence', 'victims']",Missing and Murdered Indigenous Women and Girls,"['Mr. Speaker, we need this inquiry, and these women must not be ignored. Violence against aboriginal women is a serious problem in Canada. Aboriginal women are three times more likely to be victims of violence than non-aboriginal women. This is an absolute crisis situation. All women should feel safe in a country like ours. Will the government finally work in partnership with aboriginal organizations to launch a national inquiry into the cases of murdered and missing aboriginal women?', 'Mr. Speaker, with answers like that one, I think that Canadians need a real change in government. Today the RCMP will release a new report on missing and murdered aboriginal women. The families of these victims, aboriginal groups, the provinces, the territories, the Truth and Reconciliation Commission of Canada and even the United Nations all agree that we need a national inquiry to understand and put an end to this tragic problem. Will the government stop ignoring this issue and launch a national inquiry into missing and murdered aboriginal women?', 'Mr. Speaker, the nearly 600 missing and murdered aboriginal women and girls are victims of racialized, sexualized violence, and that demands a public inquiry. Without an inquiry we will never know why the number of missing and murdered first nations, Inuit and Métis women is so shockingly high. Why can the government call an inquiry into missing salmon, but not when it comes to these 600 missing and murdered women and girls? Why is there no justice for these women?']",0.58037907,0.012232461323340734,0.59533465
5,4,733,4_nations_aboriginal_first_education,"['nations', 'aboriginal', 'first', 'education', 'peoples', 'schools', 'children', 'residential', 'indian', 'reconciliation']",Aboriginal Education and Reconciliation,"['Unfortunately, Mr. Speaker, we want to hear an apology from the Minister of Aboriginal Affairs. He will not apologize even though the RCMP called first nations bacteria. He blamed aboriginal men for violence against aboriginal women instead of standing with the rest of us and supporting a national inquiry. He accused first nations youth in New Brunswick, who are growing up in abject poverty, of being lazy. He told Yukon first nations that they are not “real governments”. Enough is enough. Does the minister recognize that his words are deeply disrespectful and his actions damaging to the relationship with indigenous peoples?', 'Mr. Speaker, four years ago, the Prime Minister worked together with Jack Layton to draft an historic apology to first nations for the residential schools tragedy. However, an apology is only words if it is not followed by actions. The Conservatives have failed to live up to their promise to build a new relationship with first nations. Yesterday, first nations leaders were on Parliament Hill calling for action. Will the Prime Minister take the first step by handing over the millions of documents currently being withheld from the residential schools Truth and Reconciliation Commission? Yes or no.', 'Mr. Speaker, this Conservative government came to office committed to helping improve the lives of aboriginal Canadians. After 13 years of failed promises under the Liberals, we put in motion with first nations communities and other partners improvements in housing, water, specific claims and economic development. We not only delivered an apology to residential school survivors, but also human rights to on reserve Canadians. Would the Minister of Indian Affairs and Northern Development tell the House what our government is doing to help improve first nations education?']",0.5811249,0.006405315774896753,0.6088761
31,30,220,30_immigration_citizenship_immigrants_backlog,"['immigration', 'citizenship', 'immigrants', 'backlog', 'system', 'to', 'minister', 'and', 'canada', 'processing']",Immigration Policy Reform,"['Mr. Speaker, Canada is an open and generous society. Every year we welcome hundreds of thousands of immigrants from around the world. They work hard and play by the rules for the opportunity to live, work, and raise a family in our great country. Unfortunately, our immigration system has been under attack. Human smugglers are treating our country like a doormat. The problem is growing and must be stopped. Can the Minister of Citizenship, Immigration and Multiculturalism tell the House how our government is going to prevent this abuse of our immigration system?', 'Mr. Speaker, our government is taking action to avoid a two-tiered immigration system, one for immigrants who wait in line, often for years, to come to Canada and another for those who abuse the asylum system not for protection but to try to get into Canada through the back door. Could the Minister of Citizenship, Immigration and Multiculturalism tell the House how these new reforms will fix the two-tiered immigration system and provide better protection for legitimate asylum seekers?', 'Mr. Speaker, our Conservative government is working hard to fix the disastrous mess left by the Liberals in our immigration system. The Liberals left an immigration backlog of close to one million people, waiting up to eight years for their applications to be processed. Could the Parliamentary Secretary to the Minister of Citizenship and Immigration please update this House on the progress made by our Conservative government to create a fast, flexible and effective immigration system?']",0.58324516,0.011211912485459429,0.60069823
42,41,155,41_wheat_board_farmers_grain,"['wheat', 'board', 'farmers', 'grain', 'canadian', 'marketing', 'agriculture', 'prairie', 'vote', 'western']",Farmers' Right to Vote on Agricultural Policy,"['Mr. Speaker, the agriculture minister has declared that the Wheat Board will be transformed, without disclosing his new model. The $5.1 billion wheat industry relies on the strength of the Wheat Board in negotiations for the sale of wheat, the procurement of contracts for railcars and the funding of agricultural research. With the future of the Wheat Board undefined, the minister has placed our western farmers in a weak negotiating position, and farmers are at risk of incurring huge losses. Will the minister explain what his new board model will look like, how it will be implemented and whether it will continue to be supported by government guarantees?', ""Mr. Speaker, there can be no doubt that the plot from the minister's one-sided task force to kill the Canadian Wheat Board would trigger the producer plebiscite laid out in subsection 47(1) of the Canadian Wheat Board Act. Farmers have the legal right to a fair and democratic vote on any change to the Wheat Board's marketing mandate. That right is enshrined in the law now. Why will the minister not give all farmers his absolute guarantee that their legal rights will be fully respected? Why is he so afraid to let farmers vote?"", 'Mr. Speaker, the Conservatives are ignoring the needs of Prairie farmers by dismantling the Canadian Wheat Board even though that is not what they want. Farmers made it clear: they want to keep the Canadian Wheat Board. But the Conservatives are refusing to listen. They are refusing to accept the results of the referendum on the Canadian Wheat Board. Why dismantle the Canadian Wheat Board even though that is not what farmers want?']",0.5860176,0.014316766932836112,0.610317
12,11,549,11_mission_afghanistan_troops_combat,"['mission', 'afghanistan', 'troops', 'combat', 'military', 'nato', 'in', 'iraq', 'prime', 'soldiers']",Afghanistan Military Mission,"['Mr. Speaker, when we asked the government a month ago about a U. S. request to extend our military mission in Afghanistan, the Prime Minister said that he was not even aware of it. Now the Secretary-General of NATO is making his request publicly. We know that the Conservatives want to extend this military mission, and they will not be able to avoid this question for much longer. Will they keep our soldiers in Afghanistan after 2014, yes or no?', 'Mr. Speaker, all Canadians support our troops, but the government is escalating the mission and it is lengthening the mission. The Minister of National Defence has now said that we could be involved in this kind of conflict for 15 more years. We already know that the defence department has plans to extend the mission to 2011. When is the Prime Minister going to come clean on this? We know the Liberals got us into it without any plan, but that does not mean the government has to continue on that same path. Canadians deserve an answer. For how much longer will our troops be committed to Afghanistan? The Prime Minister needs to tell us.', ""Mr. Speaker, my question is for the Minister of Foreign Affairs. There is some confusion on the government's position with respect to the military mission in Afghanistan post-2011. For the second time in as many weeks the Minister of National Defence has talked about this. I would like to get the minister again on record. I tried to get him last week on this question. Could the minister confirm that the Canadian military mission in Afghanistan will be over in 2011, yes or no?""]",0.5864775,0.006449740127108569,0.61089206
32,31,217,31_women_womens_status_equality,"['women', 'womens', 'status', 'equality', 'violence', 'she', 'groups', 'funding', 'gender', 'of']",Gender Equality Policy Attacks,"[""Mr. Speaker, the Prime Minister has broken another election promise. During the campaign he said: “Yes, I'm ready to support women's human rights and I agree that Canada has more to do to meet its international obligations to women's equality.” Abolishing the court challenges program, preventing human rights groups from having access to the women's program, closing Status of Women Canada offices—is that how the Conservatives promote equality for women?"", ""Mr. Speaker, that minister believes women should be satisfied with the status quo and to shut up about equality. Last week the government cut the budget of Status of Women by almost 40%. This week it voted against the Liberal motion supporting women's equality. This morning the minister failed to explain why equality was removed from the eligibility requirements of the women's program. Will the minister not admit that she has failed Canadian women and that she does not believe in them at all? It is absolutely shameful what she is doing."", ""Mr. Speaker, the Minister of State for Status of Women claims to be an advocate who has worked to increase prosperity for women. On this and other measures, she has failed. Her government has undermined Status of Women Canada, and slashed funding for women's organizations and advocacy groups. Her plan to fix child care is $3.25 a week and no new spaces. If the minister is really committed to equality, how has she allowed this systematic attack on women to continue from one budget to the next and even within her own ministry?""]",0.5868036,0.010775925744086808,0.59005135
66,65,98,65_quebec_gst_sales_harmonized,"['quebec', 'gst', 'sales', 'harmonized', 'tax', 'harmonization', 'harmonizing', 'finance', 'federal', 'ontario']",Quebec's GST Compensation,"[""Mr. Speaker, if the minister had really wanted to show good faith, he would have admitted that Quebec's finance minister said that the tax was harmonized in Quebec. Quebec has never been compensated for being the first province to harmonize its sales tax with the GST, even though three Atlantic provinces received $1 billion in 1997 and Ontario is now getting $4.3 billion. Instead of showing bad faith, will the government make a clear commitment to compensate Quebec and pay it the $2.6 billion it is entitled to?"", 'Mr. Speaker, in a letter to his federal counterpart, the Quebec finance minister, Raymond Bachand, pointed out that the 2009 federal budget clearly stated that five provinces had not yet harmonized their sales taxes with the GST. Quebec was not one of those provinces; it was not mentioned. Why, then, is the Conservative government still refusing to compensate Quebec, as it has done with the provinces that have harmonized their sales taxes with the GST?', 'Mr. Speaker, in 1991, Quebec was the first province to harmonize its sales tax with the GST. Ontario, which just harmonized its own sales tax, will receive $4.3 billion in compensation over the next two years. The maritime provinces got more than $1 billion in 1997. To date, Quebec has still received nothing, despite repeated requests. How can the Minister of Finance agree to compensate all the provinces that have harmonized their sales tax with the GST, except Quebec? He should give us one good reason.']",0.5890222,0.019648335445417,0.60092914
