,Topic,Count,Name,Representation,Llama2,Representative_Docs,mean,sem,median
18,17,214,17_tax_revenue_kpmg_havens,"['tax', 'revenue', 'kpmg', 'havens', 'agency', 'auditor', 'evasion', 'cra', 'the', 'general']",Tax Evasion and Conflict of Interest,"['Mr. Speaker, KPMG allowed Canadian multimillionaires to violate the Income Tax Act with impunity thanks to an agreement with the Canada Revenue Agency, or CRA. This is no joke; as far as CRA is concerned, KPMG and its clients are above the law. It is not surprising that the Liberals voted against our motion to combat tax havens. The Prime Minister said last spring that if the agreement was flawed, it would be reassessed. My question is simple and is for the Prime Minister. Does he think that the agreement is flawed or that tax evasion is fine for the Liberals?', 'Mr. Speaker, she should never have been there. Canadians who follow the rules and pay their taxes find the Panama papers scandal disgusting. This week we learned that a former senior Revenue Canada official left the agency and went to work for KPMG when the firm was being investigated by Revenue Canada for using tax havens. Will the Prime Minister finally conduct an investigation and lock the revolving door at Revenue Canada?', 'Mr. Speaker, is the Liberal government serious about tax havens? The Minister of Finance and his parliamentary secretary are busy explaining why companies they have left have links to Caribbean tax havens. The Minister of National Revenue continues to defend sweetheart deals with millionaire tax cheats and privileged relations with KPMG. As Canadians are sitting down these days and doing their taxes, they are angry about one set of rules for the super rich and another for the rest of us. When will the minister just call an investigation into the KPMG tax evasion scandal?']",0.579492,0.010138829625001592,0.5856775
41,40,114,40_jets_fighter_super_capability,"['jets', 'fighter', 'super', 'capability', 'gap', 'cf18s', 'air', 'force', 'hornets', 'purchase']",Fighter Jet Replacement Policy,"[""Mr. Speaker, the Liberals' approach for replacing our fighter jets makes absolutely no sense at all. The sole-source Super Hornet deal will cost up to $7 billion for only 18 jets for only 12 years of service. This week, Boeing's competitor announced a price drop that puts the F-35 at the same price as the Super Hornet. Will the Liberals finally listen to our air force and our defence procurement experts and start an open competition today to replace our aging F-18s?"", ""Mr. Speaker, the Australian F-18 fighter jets will be a burden on the Royal Canadian Air Force and on all taxpayers. The Liberals invented this capability gap. It never existed. According to the Auditor General, the Liberals' plan to buy the used Australian jets will have a small effect on fighter force operations. The Prime Minister must cancel this completely useless purchase. When will he do so?"", ""Mr. Speaker, as you saw today, the Liberals are having trouble with the truth. This morning, the Minister of National Defence suggested he would cancel the Liberals' plan to purchase 18 Super Hornets from Boeing because it is not a trusted partner. The defence minister has already misled Canadians on multiple occasions, including his imaginary capability gap. He has made a complete mess of the replacement of our CF-18s. The Liberals' plan to sole-source Super Hornets has never worked and never will work. Will the defence minister stop playing politics with our troops and immediately hold an open and fair competition to replace our fighter jets?""]",0.58098865,0.013616820512177994,0.58954775
33,32,158,32_indigenous_peoples_nations_declaration,"['indigenous', 'peoples', 'nations', 'declaration', 'relationship', 'first', 'rights', 'reconciliation', 'the', 'with']",Indigenous Rights and Consultation,"['Mr. Speaker, the Liberals keep repeating that their most important relationship is with indigenous peoples. It is like a broken record. Today, the Minister of Natural Resources said that he would move forward with Trans Mountain, without mentioning consultations with indigenous peoples. The government has a constitutional obligation to consult and accommodate these peoples. How dare the Liberals say that their most important relationship is with indigenous peoples when their priority is obviously to get this pipeline built? Indigenous peoples should not be an after-thought.', 'Mr. Speaker, yesterday the national chief of the AFN testified that first nations have serious concerns about the TPP deal, but all he received from the minister was a phone call. First nations have not been consulted. Liberals have promised to implement the UN Declaration on the Rights of Indigenous Peoples, which means prior and informed consent from indigenous peoples on all decisions that affect them. Why are Liberals moving ahead with the damaging TPP without meaningful consultations with indigenous peoples in Canada?', ""Mr. Speaker, the Prime Minister promised to establish a genuine nation-to-nation relationship with Canada's indigenous peoples. He also signed the United Nations Declaration on the Rights of Indigenous Peoples. That means extensive consultations and accommodations are a must. How can the Prime Minister clear the way for the Site C project when the indigenous rights issue is before the courts? Is that what he calls a respectful relationship?""]",0.5853395,0.013295793912094442,0.6137058
19,18,210,18_mission_troops_isis_our,"['mission', 'troops', 'isis', 'our', 'defence', 'un', 'mali', 'soldiers', 'peacekeeping', 'fight']",Combat Mission Deployment,"['Mr. Speaker, before being elected, the Prime Minister repeatedly called for the Canadian Forces missions in Iraq and Syria to be “open and transparent”, but yesterday in the House, he admitted that it was his order to suppress information about our mission in Iraq. He is suppressing information, not for the safety of our troops, but because he claims they are on a training mission when they are not. They are in combat. Since the mission has changed and expanded, does the Prime Minister not think that Parliament, Canadians, and the families of the soldiers have a right to know?', 'Mr. Speaker, UN peacekeeping missions are among the most dangerous deployments in the world. For example, 106 UN peacekeepers have already died in the UN Mali operation. Despite the dangers to our troops, the Liberals are still keeping Canadians in the dark about where they intend to deploy Canadian troops on the planned peacekeeping mission. Can the minister be transparent with Canadians and tell us how this is in our national interest? Will it be a combat mission? How long will our troops be deployed? Canadians deserve to know this.', 'Mr. Speaker, it is a manufactured, make-believe capability gap the minister speaks of. The Prime Minister has been campaigning on the backs of our men and women in uniform in the Canadian Armed Forces to earn himself a temporary seat on the UN Security Council. The defence minister has refused to say where in Africa our troops will be going, and he knows our troops will be in combat against child soldiers. Clearly, this is not a peacekeeping mission. Before the Prime Minister sends our troops into combat against child soldiers in Africa, will he bring this UN combat mission to the House for a full debate and a vote?']",0.5865595,0.00946517593564148,0.59136826
67,66,66,66_atlantic_band_transparency_financial,"['atlantic', 'band', 'transparency', 'financial', 'nations', 'first', 'information', 'members', 'court', 'act']",Indigenous Financial Transparency,"['Mr. Speaker, last week the courts ruled that Onion Lake Cree Nation must post its financial transparency information in accordance with the First Nations Financial Transparency Act. This is a great victory for Charmaine Stick and those across the country. We now have a judgment that clearly states the minister was irresponsible and wrong in not enforcing the act. Will she commit today that she will empower band members and that no other people will have to take their band to court for transparency, yes or no?', 'Mr. Speaker, Charmaine Stick is a courageous band member from the Onion Lake Cree Nation. When she heard about financial trouble with the band, she demanded answers from her leadership. They refused. She went on a 13-day hunger strike. She is now going to court to force the disclosure of salaries, expenses, and financial statements. Does the Minister of Indigenous and Northern Affairs realize that by failing to enforce the First Nations Financial Transparency Act she is complicit in hiding this information? Why is the minister forcing band members to go to court for basic information?', 'Mr. Speaker, the story continues. Band members of the Alexander and the Onion Lake first nations are calling for financial transparency. In Alexander, an investigation identified $2.1 million in unexplained payments. In Onion Lake, they have not even provided basic information. With the First Nations Financial Transparency Act, band members for the first time ever have access to basic information that all Canadians deserve. When will the Liberals enforce the First Nations Financial Transparency Act?']",0.5879657,0.019502319767589135,0.6037482
46,45,109,45_saudi_arabia_arms_human,"['saudi', 'arabia', 'arms', 'human', 'rights', 'badawi', 'yemen', 'weapons', 'raif', 'export']",Human Rights and Arms Exports to Saudi Arabia,"['Mr. Speaker, Saudi Arabia is another issue that this Prime Minister mishandled. Although he made an emotional promise to Ensaf Haidar to take action to help her husband, Raif Badawi, two years later, nothing has been done. In the meantime, his government has allowed the sale of weapons to Saudi Arabia, a country with an abysmal human rights record. It has been proven that Saudi Arabia uses Canadian weapons against civilians. The time for making speeches has passed. Will the Prime Minister act to prohibit the export of weapons to Saudi Arabia, yes or no?', ""Mr. Speaker, over the weekend, Saudi Arabia arrested seven women's rights activists, some of whom visited Ottawa for the One Young World Summit in 2016. As Canada continues to ship arms to Saudi Arabia and as the government appears to be celebrating its Canada-Saudi Arabia relationship, who is defending human rights in Saudi Arabia? Is there anyone on the Liberal side who will speak up for the rights of Saudi women to live without fear of their government?"", ""Mr. Speaker, this is a deeply flawed bill that does not respect the spirit or the letter of the treaty. The standard for Canadian arms exports is not conclusive evidence of the use of arms in human rights violations. It is reasonable risk. Clearly, with Saudi Arabia, there is a reasonable risk that Canadian arms have been and will be used to commit human rights violations in Saudi Arabia or Yemen. This is an embarrassment. The current government's approach to arms export control is shameful. When will the government do the right thing and suspend arms exports to Saudi Arabia?""]",0.5886163,0.016678304416758365,0.618489
49,48,101,48_tpp_trade_agreement_deal,"['tpp', 'trade', 'agreement', 'deal', 'transpacific', 'partnership', 'sign', 'with', 'the', 'will']",Trade Agreement Negotiations and Job Losses,"['Mr. Speaker, next week the Prime Minister intends to sign a Conservative trade deal that was negotiated in secret. However, in spite of calling for transparency before the election, the Liberals still have not released any economic impact study on the deal. In fact, according to recent reports, the Liberals are saying that they cannot find any economic impact study on the TPP. Meanwhile, independent studies have suggested that the TPP could cost Canada as many as 60,000 good jobs. Can the Prime Minister explain why he is willing to sign this deal without having seen an economic impact statement, when tens of thousands of good Canadian jobs are at risk?', 'Mr. Speaker, the Prime Minister has claimed time and again that he is a big supporter of international trade. Yet much like the NDP, every time the Liberals are asked to walk the talk, they are missing in action. The TPP is the largest trade agreement in the world. Conservatives concluded negotiations over seven months ago, yet the Prime Minister will not tell us whether he will support the agreement. Canada must be a leader, not a laggard, on trade. When will the Prime Minister finally tell Canadians whether or not he supports the TPP?', ""Mr. Speaker, last week, we watched the Minister of International Trade throw her hands up in despair and leave the negotiating table of the economic agreement with Europe. It is the same government that has been unable to sign major trade agreements like the softwood lumber agreement and the TPP. Will the Prime Minister sign Canada's largest trade deal since NAFTA before it is too late?""]",0.5894717,0.01424690816811363,0.60989857
47,46,108,46_nafta_jobs_trade_deal,"['nafta', 'jobs', 'trade', 'deal', 'workers', 'on', 'our', 'trump', 'auto', 'the']",Trade Agreements and Job Protection,"['Mr. Speaker, right now, Democrats and labour in the U. S. are working hard to achieve a better NAFTA. They are trying to improve labour provisions that will protect jobs, fight big pharma to keep medication affordable and strengthen the language of the deal to protect the environment. Canadians expect the Liberal government to push for these same changes here at home. This new NAFTA is too important to be rushed, and the U. S. is not even close to ratifying the agreement. Do the Liberals understand that rushing the ratification of the new NAFTA can have devastating impacts on Canadians?', 'Mr. Speaker, NAFTA is going to have a major impact on our workers, but the Liberals can fix this deal. As the national director of United Steelworkers has said, Canada should not leave it up to the U. S. Congress to stand up for our workers. Our priority is protecting jobs in Canada. Will the Prime Minister work with us and not rush the NAFTA ratification, so we can be sure that all workers in Canada are properly protected?', 'Yesterday, U. S. president Donald Trump signalled that the NAFTA renegotiations are not going well, and he threatened once again to tax Canadian cars. Ericka and Jason are auto workers who live in Belle River, in my riding. Like tens of thousands of other auto workers, they are very concerned about these repeated attacks. They are worried that their jobs will be lost if Canada fails to secure a better NAFTA. My question is for the Prime Minister. Is NAFTA dead in the water, and what is his plan to defend Canadian jobs if the U. S. moves ahead with auto tariffs?']",0.6037411,0.015324981770087018,0.6330003
6,5,510,5_farmers_agriculture_dairy_producers,"['farmers', 'agriculture', 'dairy', 'producers', 'supply', 'management', 'our', 'agrifood', 'and', 'the']",Agricultural Policy and Supply Management,"[""Mr. Speaker, Canadians are wondering whether the Liberals' promise to defend supply management is another promise they intend to break. Balancing the budget has proven to be challenging for the Liberals so it has been put in the “pending” file. Will defending supply management end up there too? Our dairy, egg, and poultry producers depend on supply management to make a living. The Minister of Agriculture and Agri-Food has not been at the negotiating table for any international trade deals. That shows how little the government cares about agriculture. When will the Prime Minister make room at the negotiating table for the Minister of Agriculture and Agri-Food and stand up for supply management once and for all?"", ""Mr. Speaker, today we should be celebrating Canada's Agriculture Day, a day to celebrate our farmers and ranchers across the country. Farmers and their families work hard to feed their community, our country, and the world. Unfortunately, that is not a priority for this government. The Minister of Finance treated farmers like tax cheats, the Minister of Agriculture and Agri-Food is not taking part in international negotiations, and the Minister of Health does not want to hear what farmers have to say about the new food guide. Will the Liberal government finally do the right thing and listen to what farmers have to say about their future?"", 'Mr. Speaker, the fact is that the government is failing to protect supply management and Canadian dairy farmers. Canada has rules on diafiltered milk, but the government is not applying them, and that is sad. Every day Canadian farmers lose money and American farmers get more money. The Liberals have broken their promise to fix this problem. Instead of solutions, all we get is consultation and farmers are losing money. In other words, delay, and we are wasting time. Farmers do not need more consultation. They are done. The time is up. The government needs to act. When will the government finally stand up on these trade issues and defend Canadian dairy farmers?']",0.60615647,0.007360738328259759,0.62068343
29,28,175,28_marijuana_cannabis_possession_records,"['marijuana', 'cannabis', 'possession', 'records', 'criminal', 'legalization', 'legalize', 'police', 'pot', 'of']",Marijuana Legalization and Criminal Records,"['Mr. Speaker, the government has been improvising on the marijuana file from the beginning, and no one knows which way is up anymore. The police and now judges are wondering why charges are still being laid for the personal possession of marijuana if the government intends to legalize it. The government needs to stop saying one thing and doing another. Unfortunately, the answers the parliamentary secretary has been giving are just adding to the confusion. What are the Liberals waiting for? Why do they not act and decriminalize the simple possession of marijuana?', 'Mr. Speaker, Canadians thought that the Liberals were going to change the marijuana laws as soon as they came to power. Why did everyone think that? It is because it was clearly stated in their election platform and because the Prime Minister said so himself about 100 times. Since the campaign, however, the Liberals have encouraged the police to continue arresting Canadians for simple possession of marijuana. Why would the government rather give tens of thousands of Canadians criminal records instead of decriminalizing marijuana now?', 'Mr. Speaker, on the subject of all talk no action, the Prime Minister promised to immediately legalize marijuana, but at the same time, he is blocking our attempts to ensure that people no longer get criminal records for simple possession. That just seems like common sense to us, but the Liberals are celebrating the recreational use of marijuana on one hand and handing out criminal records on the other. Some 15,000 people have already been arrested, since the Prime Minister took office. How many other criminal records is he going to hand out before marijuana is finally legalized?']",0.61087644,0.013585276748738348,0.6480787
16,15,226,15_iran_genocide_nuclear_regime,"['iran', 'genocide', 'nuclear', 'regime', 'human', 'the', 'iranian', 'ukraine', 'rights', 'of']",Middle East Policy and Human Rights,"[""Mr. Speaker, the Prime Minister is on the record now as saying that he is committed to a regime change in Syria. This is a regime that is propped up by Russia and Iran. Now he is saying that we can continue to have conversations with these regimes, which are also supporters of violations of human rights and genocide. What is the Prime Minister's plan? Is he going to continue to have this policy of responsible conviction, which loosens sanctions on Iran and normalizes relations with Russia, when they clearly support Bashar al-Assad? What is his plan?"", ""Mr. Speaker, yesterday when we learned that the President of the United States was planning to pull out of the Iran nuclear deal, the Liberal members of the Standing Committee on Foreign Affairs and International Development rejected my motion calling for a study on Canada's role in the Middle East. That comes as no surprise, given that the government refuses to discuss important issues such as Iran, the Israeli-Palestinian conflict, and Saudi Arabia. This is a dangerous time for international security. Has the government signalled to our European allies its support for the Iran nuclear deal, and what will it do to ensure that it survives?"", ""Mr. Speaker, Iran's supreme leader consistently calls for the destruction of Israel. The Iranian regime is one of the world's worst abusers of human rights, yet the Liberals say they will be lifting Canadian sanctions on Iran, and why? According to the foreign affairs minister it would be in accordance with our allies, but our allies have also been clear that Canada should leave our CF-18s in the fight against ISIS. The question for the Prime Minister is this: When do our allies matter and when do they not?""]",0.61396486,0.00962242470579113,0.6495502
14,13,254,13_appointment_appointments_process_judicial,"['appointment', 'appointments', 'process', 'judicial', 'liberal', 'meilleur', 'commissioner', 'partisan', 'party', 'judges']",Appointment Process and Ethics,"['She was certainly the best, Mr. Speaker, as she gave $5,000 to the Liberal Party. Madeleine Meilleur’s appointment as Commissioner of Official Languages is a disgrace when it comes to ethics in the selection process. The Minister of Canadian Heritage keeps defending the indefensible, when she knows full well that it was unethical of her to interfere in the process. When will she finally take her job seriously, reconsider her unacceptable decision to appoint Madeleine Meilleur and finally acknowledge the non-partisan nature of the Office of the Commissioner of Official Languages?', ""Mr. Speaker, there are only 38 days until the mandate of the Conflict of Interest and Ethics Commissioner ends, and we still do not know whether the Liberals have begun the selection process to fill the position. Given Ms. Meilleur's appointment to the position of official languages commissioner, one has to wonder whether the process is rigged. Can the Prime Minister assure the House that the next appointment will be non-partisan and will not be used as a way to return a favour to a Liberal Party donor?"", 'Mr. Speaker, did the Prime Minister really just imply that the appointment of Graham Fraser was a partisan appointment as official languages commissioner? Now that we have seen the withdrawal of the partisan and botched appointment of Madeleine Meilleur, we are left with an interim language commissioner and an Ethics Commissioner whose term is close to an end. Of course, we have not forgotten that the Ethics Commissioner is currently investigating the Prime Minister. Given the Liberal Party track record on appointments, which McGuinty-Wynne Liberal can we expect Gerry Butts to appoint as Ethics Commissioner?']",0.61590123,0.010255554931579853,0.6364658
54,53,91,53_davie_shipyard_contract_ship,"['davie', 'shipyard', 'contract', 'ship', 'obelix', 'asterix', 'contracts', 'quebec', 'navy', 'shipbuilding']",Shipbuilding Contract Dispute,"[""Mr. Speaker, this past Friday, Quebec's National Assembly unanimously called for the Davie shipyard to get a contract to build the supply ship Obelix. The Prime Minister's failure to understand that our women and men in uniform need a second interim supply ship is unacceptable. The Davie shipyard in Lévis knows how to build these ships on time and on budget. The Liberal government's handling of this file has been a complete and utter failure. Will the Prime Minister make the only logical decision and award the Obelix contract to Davie as soon as possible?"", 'Mr. Speaker, it is not about meeting with the provinces; it is about respecting them. On the other side of the river in Lévis, Davie shipyard workers delivered the Asterix supply ship on time and on budget. Our brave men and women in uniform need another supply ship, the Obelix, and the Davie shipyard is prepared to start work on it tomorrow morning. The Prime Minister needs to stop playing political games and give Davie that contract before Christmas. What is he waiting for to do that?', ""Mr. Speaker, I have another quick question for the Prime Minister. Canada has invested well over $100 billion in a massive shipbuilding policy. Basically, two-thirds are going to Irving Shipbuilding in Halifax, and one-third is going to Seaspan Shipyards in British Columbia. Less than 3% is going to the Davie shipyard in Quebec City, which is bigger, more reliable and accounts for 50% of Canada's shipbuilding capacity. Today, we learned from the Parliamentary Budget Officer that Canada could have saved between $2 billion and $3 billion by purchasing two supply ships, the Asterix and Obelix, from the Davie shipyard. What is the Liberals' problem with the Davie shipyard and the Quebec City region?""]",0.6160217,0.017524620000606925,0.65757984
59,58,81,58_tariffs_steel_aluminum_workers,"['tariffs', 'steel', 'aluminum', 'workers', 'trump', 'jobs', 'are', 'and', 'canadian', 'trade']",Trade Tariffs and Job Losses,"['Mr. Speaker, I hope the minister and the government plan to repeat that to our steel and aluminum workers who continue to suffer as a result of those tariffs. On November 7, on behalf of the Government of Canada, our ambassador to the United States said that Canada would not sign as long as the steel and aluminum tariffs remained in place. This morning the government signed, and yet the tariffs are still in place. Why does the government say one thing and do the opposite?', 'Mr. Speaker, steel and aluminum tariffs are hurting the Canadian economy. Business owners are forced to cut orders, reduce shifts and lay off workers. Every day these tariffs remain in place, Canadian jobs are at risk. The Prime Minister failed to get Donald Trump to drop the tariffs at his recent signing ceremony. When will the Prime Minister resolve the trade dispute on steel and aluminum tariffs and stop the job losses in Canada?', ""Mr. Speaker, businesses are being hit hard by the 25% tariffs on steel and 10% tariffs on aluminum and the situation keeps getting worse. The Liberals promised $2 billion in compensation to support the steel and aluminum industry. Business are still waiting, even though the government has collected $1 billion in retaliatory tariffs. Why do steel and aluminum companies in Saguenay and Canada have to keep paying for the Prime Minister's negotiation mistakes?""]",0.61918664,0.0174916899866528,0.65372634
35,34,140,34_child_care_poverty_children,"['child', 'care', 'poverty', 'children', 'families', 'benefit', 'parents', 'for', 'program', 'in']",Child Care Policy,"[""Mr. Speaker, the Minister of Families, Children and Social Development announced an increase in the Canada child benefit. This is all well and good, but the government cannot fix poverty by mailing out some cheques. In the finance minister's riding, four out of 10 children live in poverty. A generous benefit helps, yes, but all families also need access to affordable day care. When will we see affordable day care?"", 'Mr. Speaker, how can the Liberals claim to be progressive and feminist when they are forcing women to make the difficult choice between paying exorbitant amounts for child care or staying at home? Here in Ottawa, women pay $65 a day for child care. At that price, child care is not a service; it is a barrier. Quebec knows that, which is why it has an affordable day care system. It is 2018, so what are the Liberals waiting for? When will they implement a universal child care program?', 'Mr. Speaker, there is no economic recovery without child care. Women and parents cannot return to work if it means leaving their kids home alone. The Liberals missed the mark on their agreement with provinces and are treating child care as a nice-to-have instead of a must-have. Experts, businesses, economists and parents are clear: To go back to work, families need safe, reliable and affordable child care. Will the Liberals invest the $2.5 billion required this year to finally build a universal and affordable child care program?']",0.61941093,0.013636015810688424,0.6412263
26,25,190,25_businesses_small_tourism_business,"['businesses', 'small', 'tourism', 'business', 'help', 'rent', 'our', 'and', 'government', 'pandemic']",Small Business Support,"[""Madam Speaker, small businesses have been on the front line of the pandemic, and many are not able to weather further restrictions without more help from the government. These entrepreneurs want assurances that next week's budget will provide them with the support they desperately need. New Democrats are listening to small business owners, and they have been clear that the Liberal government needs to further expand the CEBA loan to help more struggling businesses, extend the program to get them through this next wave and give businesses until 2025 to repay what they owe. Will the government support our call to immediately increase CEBA by another $20,000, and make sure small businesses can get back on their feet?"", 'Mr. Speaker, this being Small Business Week, I would like to talk about how important small businesses are to our country. They are the mainstay of the Canadian economy, employing millions of Canadians from coast to coast to coast. COVID-19 is making things very difficult for most Canadian businesses, and our government knows that. From the beginning, we have created programs to help employers and small businesses. Can the minister tell the House how we are going to once again help Canadian businesses during the second wave of the pandemic?', 'Mr. Speaker, as we celebrate Small Business Week, I would like to acknowledge the tremendous contributions that small businesses make to our country. They are the backbone of the Canadian economy and employ thousands of people in my riding of Miramichi—Grand Lake. From the beginning of the pandemic, our government has been there to help employers and small businesses. Can the Minister of Small Business, Export Promotion and International Trade tell the House how we will continue to support Canadian businesses during this second wave of the pandemic?']",0.62925124,0.012917106541034952,0.66741985
12,11,287,11_veterans_affairs_veteran_benefits,"['veterans', 'affairs', 'veteran', 'benefits', 'court', 'for', 'our', 'to', 'minister', 'he']",Veteran Benefits and Entitlements,"[""Mr. Speaker, we learned from this morning's PBO report that the Liberals misled veterans with their new pension for life, which is actually less generous for the most seriously injured veterans. Worse, throughout this whole SNC-Lavalin scandal, veterans are losing out because the Prime Minister has yet to appoint a veterans affairs minister. The revolving door of Liberal and Conservative ministers is disrespectful, with eight ministers in nine years. It is heartbreaking to see veterans sacrifice their lives while consecutive governments will not properly invest in services that veterans deserve. Why are the Liberals leaving veterans out in the cold?"", ""Madam Speaker, last year it was this Liberal Party that supported an NDP motion confirming Canada's solemn covenant with our veterans, but the Liberal government is betraying our veterans by breaking campaign promises on pensions, dragging injured veterans back into court, and shutting down vital long-term veterans care facilities. The NDP, like Canadians, thinks veterans deserve our help through the service that they have done to our country, so why is the government continuing to shamefully fight our veterans in court? Why is it depriving veterans of the benefits they deserve?"", ""Mr. Speaker, today injured veterans announced that they are taking their case to the Supreme Court. The Prime Minister promised these veterans lifelong pensions and that they would not need to fight him in court. He has broken those promises to our vets. Under this Prime Minister's watch, the number of veterans waiting for disability benefits has ballooned to a backlog of more than 29,000. Rhyming off a list of benefits that veterans cannot access will not cut it. When will the Prime Minister stop fighting veterans?""]",0.6300501,0.00943533322356383,0.65599334
5,4,522,4_air_infrastructure_and_science,"['air', 'infrastructure', 'and', 'science', 'of', 'our', 'in', 'canada', 'the', 'bombardier']",Aerospace Industry Support,"['Mr. Speaker, Bombardier, a flagship of the Quebec and Canadian economy, is facing a number of challenges. The aerospace sector is clearly not a priority for the Liberals. The Government of Quebec has made its share of investments, but we still have no idea what the federal government plans to do. Will the federal Liberal government ever stop studying and finally begin supporting growth in the aerospace sector, protecting our jobs, and providing some assistance to Bombardier?', 'Mr. Speaker, in Thérèse-De Blainville, many people work directly or indirectly for the aerospace industry. A significant number of businesses and families have close ties with this sector. There are also many institutions and organizations that do research and development work for the aerospace industry. My question is for the Minister of Innovation, Science and Economic Development. Can you explain what measures the government is taking to ensure the continued growth of our aerospace sector?', 'Madam Speaker, we all know the importance of Canadian research to the national economy. Science and innovation help create economic growth, foster a positive environment for entrepreneurs, and find new solutions for sustainable economic development. For these advancements to take place, we must ensure that researchers have the tools and resources they need. Could the Parliamentary Secretary for Science tell the House what our government is doing to ensure research infrastructure is properly funded?']",0.6329046,0.007548045847924661,0.66956043
50,49,100,49_water_flooding_drinking_advisories,"['water', 'flooding', 'drinking', 'advisories', 'communities', 'people', 'emergency', 'fort', 'first', 'mcmurray']",Indigenous Drinking Water Advisories,"['Mr. Speaker, today there are many long-term drinking water advisories still in place in Northern Saskatchewan and many indigenous communities across the country. Men, women, children and elders are living without safe water during the pandemic. Could the Prime Minister tell the House how many long-term drinking water advisories could have been lifted if the $43.5 million he had committed to WE had been used for improving drinking water infrastructure rather than it being earmarked for the Liberal-friendly organization that has paid his family?', ""Mr. Speaker, just last month, my colleague's private member's bill, Bill C-326, which focuses on drinking water guidelines in Canada, moved to the Senate for first reading. As members will know, decades of neglect have left drinking water systems on first nations reserves in Canada in an unacceptable state. This is why our government is committed to ending long-term drinking water advisories on all public systems on reserve by March 2021. Can the Prime Minister please update this House as to the actions being taken to ensure reliable access to clean drinking water on reserves?"", 'Mr. Speaker, even today, there are first nations children living on reserve in Canada who cannot safely drink, bathe in, or even play in the water that comes out of their taps. This is why we committed to ending long-term drinking water advisories on all public systems on reserve by March 2021. Can the Minister of Indigenous Services please update the House as to the actions being taken to ensure reliable access to clean drinking water on reserves?']",0.6360434,0.01590026617050171,0.64881265
7,6,487,6_vaccine_vaccines_doses_vaccinated,"['vaccine', 'vaccines', 'doses', 'vaccinated', 'we', 'canadians', 'be', 'are', 'have', 'the']",Vaccine Supply Delays and Canada's Ranking,"[""Mr. Speaker, we need more doses. This week, in the middle of a pandemic, Canada will not be getting a single dose. There is a significant delay in Canada's vaccine supply. At long-term care homes and seniors' residences, vaccinations are on pause. This is a crucial time for all Canadians. This week, there will not be a single vaccine. Why are we still behind on vaccines and other measures during this pandemic?"", 'Mr. Speaker, the provinces have learned that Canada was going to receive 3.5 million COVID-19 vaccine doses instead of the six million promised by the Prime Minister. Having fewer vaccines means that there will be more infections and more deaths. What will the Prime Minister do to ensure that we have enough doses to vaccinate all Canadians? What is the plan?', 'First to review, last to receive, Mr. Speaker. That is the record of the Liberal government. On October 23, the health ministers of Quebec and Ontario wrote a letter to the federal government regarding a plan for the vaccines. They did not get a response. More than two billion people around the world will get the vaccine before us. Why will Canada get the vaccine after many other countries?']",0.6364944,0.006380219174574684,0.66670585
57,56,84,56_inquiry_indigenous_women_murdered,"['inquiry', 'indigenous', 'women', 'murdered', 'missing', 'girls', 'families', 'and', 'discrimination', 'action']",Indigenous Women's Inquiry,"[""Mr. Speaker, getting at the cause of thousands of murdered and missing indigenous women and girls is crucial to our country, but almost a year after the inquiry's launch, families are being completely left out. Now concern and frustration are growing after the inquiry was suspended after only one hearing. Is appropriate funding fully accessible for the commissioners? Is the government doing everything it can to support the families of murdered and missing indigenous women?"", 'Mr. Speaker, last fall, the National Inquiry into Missing and Murdered Indigenous Women and Girls released its interim report. One of the recommendations it included called for the creation of a living legacy through the commemoration of the women and girls and two-spirited people who have lost their lives. Can the Minister of Status of Women please tell this House what actions our government is taking to honour the legacy of missing and murdered indigenous women and girls?', ""Mr. Speaker we do indeed need to make sure that the families of missing and murdered indigenous women and girls are at the centre of this inquiry and are being heard, informed and supported throughout the process. The missing and murdered indigenous women and girls inquiry must lead to change. Will the Liberal government commit now to fully implementing all the inquiry's recommendations?""]",0.63838947,0.014157334194565782,0.6453987
75,74,56,74_oshawa_auto_gm_jobs,"['oshawa', 'auto', 'gm', 'jobs', 'workers', 'plant', 'strategy', 'families', 'in', 'manufacturing']",Job Loss and Economic Impact in Oshawa,"['Mr. Speaker, it is a difficult time in Oshawa today. Our thoughts are with the GM workers and their families. Oshawa is devastated. The Prime Minister needs to put a plan in place immediately. Full effort should be made to support Canadian workers and their families at this very difficult time. When will the Prime Minister release a plan for the auto workers in Oshawa?', ""Mr. Speaker, the people of Oshawa know if they are standing up for auto workers. Where are they? They are not standing up in Oshawa or around Ontario anywhere. We have tax after tax, mistake after mistake. Life has become much more expensive for Canadians, and the Prime Minister and the Liberals have voted against Oshawa and its auto workers. While he is going around the country campaigning on our tax dollars, Oshawa and Durham region's auto sector is about to lose more than 15,000 jobs as a result of the Prime Minister's inaction. Enough is enough. Why do auto workers in Oshawa have to pay for the Prime Minister's mistakes with their jobs?"", 'Mr. Speaker, NDP leader Jagmeet Singh is in Oshawa today with auto workers after GM has turned its back on them. The GM plant closure is devastating for the families of 2,500 workers and for thousands more whose livelihoods have depended on that plant for 100 years. The Liberals have yet to act. They have no emergency plan. There have been no emergency meetings. What is the Prime Minister waiting for? GM did not build Oshawa; Oshawa built GM, and it is time to fight for good jobs. Will the Liberals listen to the NDP and call for an urgent meeting with industry, labour and all of government to find solutions to fight for these jobs?']",0.63920605,0.02038926363129467,0.6687551
